0.000000 	 0.000000 	 14.000000 	 15.000000
10.000000 	 0.000000 	 14.000000 	 15.000000
20.000000 	 0.000000 	 14.000000 	 14.980617
30.000000 	 0.000000 	 14.000000 	 14.961609
40.000000 	 0.000000 	 14.000000 	 14.942969
50.000000 	 0.000000 	 14.000000 	 14.924691
60.000000 	 0.000000 	 14.000000 	 14.906768
70.000000 	 0.000000 	 14.000000 	 14.889192
80.000000 	 0.000000 	 14.000000 	 14.871956
90.000000 	 0.000000 	 14.000000 	 14.855054
100.000000 	 0.000000 	 14.000000 	 14.838479
110.000000 	 0.000000 	 14.000000 	 14.822227
120.000000 	 0.000000 	 14.000000 	 14.806290
130.000000 	 0.000000 	 14.000000 	 14.790661
140.000000 	 0.000000 	 14.000000 	 14.775335
150.000000 	 0.000000 	 14.000000 	 14.760306
160.000000 	 0.000000 	 14.000000 	 14.745569
170.000000 	 0.000000 	 14.000000 	 14.731118
180.000000 	 0.000000 	 14.000000 	 14.716948
190.000000 	 0.000000 	 14.000000 	 14.703051
200.000000 	 0.000000 	 14.000000 	 14.689423
210.000000 	 0.000000 	 14.000000 	 14.676059
220.000000 	 0.000000 	 14.000000 	 14.662954
230.000000 	 0.000000 	 14.000000 	 14.650104
240.000000 	 0.000000 	 14.000000 	 14.637503
250.000000 	 0.000000 	 14.000000 	 14.625146
260.000000 	 0.000000 	 14.000000 	 14.613029
270.000000 	 0.000000 	 14.000000 	 14.601146
280.000000 	 0.000000 	 14.000000 	 14.589494
290.000000 	 0.000000 	 14.000000 	 14.578068
300.000000 	 0.000000 	 14.000000 	 14.566862
